"rule_id","bucket","authority","standard","standard_versions","severity","executability","pattern","status","core_id","cg_ids","tig_ids","fb_ids","p21_id_equivalent","p21_primitive","overlap_type","message","check_tree_preview","converted_at","notes"
"387","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a parameter, there is more than one value of BTOXGRH for a given value of BTOXGRHN, considering only those rows on which both variables are populated",NA,NA,NA
"388","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a parameter, there is more than one value of BTOXGRHN for a given value of BTOXGRH, considering only those rows on which both variables are populated",NA,NA,NA
"389","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, BTOXGRH is populated and BTOXGRHN is not populated",NA,NA,NA
"39","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"A variable with a suffix of DTF has a value that is not within Controlled Terminology for DATEFL",NA,NA,NA
"390","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, BTOXGRHN is populated and BTOXGRH is not populated",NA,NA,NA
"391","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ATOXGR is populated and ATOXGRN is not populated",NA,NA,NA
"392","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ATOXGRN is populated and ATOXGR is not populated",NA,NA,NA
"393","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ATOXGRL is populated and ATOXGRLN is not populated",NA,NA,NA
"394","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ATOXGRLN is populated and ATOXGRL is not populated",NA,NA,NA
"395","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a parameter, there is more than one value of ATOXGRL for a given value of ATOXGRLN, considering only those rows on which both variables are populated",NA,NA,NA
"396","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a parameter, there is more than one value of ATOXGRLN for a given value of ATOXGRL, considering only those rows on which both variables are populated",NA,NA,NA
"397","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ATOXGRH is populated and ATOXGRHN is not populated",NA,NA,NA
"398","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ATOXGRHN is populated and ATOXGRH is not populated",NA,NA,NA
"399","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a parameter, there is more than one value of ATOXGRH for a given value of ATOXGRHN, considering only those rows on which both variables are populated",NA,NA,NA
"40","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"A variable with a suffix of TMF has a value that is not within Controlled Terminology for TIMEFL",NA,NA,NA
"400","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a parameter, there is more than one value of ATOXGRHN for a given value of ATOXGRH, considering only those rows on which both variables are populated",NA,NA,NA
"401","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"AVAL is not populated or ATOXGRL is not populated, and ATOXDSCL is populated",NA,NA,NA
"402","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"AVAL is not populated or ATOXGRH is not populated, and ATOXDSCH is populated",NA,NA,NA
"403","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a subject, there is more than one value of ATOXDSCL for a given value of PARAM, considering only those rows on which both variables are populated",NA,NA,NA
"405","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a subject, there is more than one value of ATOXDSCH for a given value of PARAM, considering only those rows on which both variables are populated",NA,NA,NA
"407","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ABLFN is populated and ABLFL is not populated",NA,NA,NA
"408","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ABLFL is populated and ABLFN is not populated",NA,NA,NA
"409","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of ABLFN for a given value of ABLFL, considering only those rows on which both variables are populated",NA,NA,NA
"41","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"A numeric variable with a suffix of DT does not have a date format",NA,NA,NA
"410","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of ABLFL for a given value of ABLFN, considering only those rows on which both variables are populated",NA,NA,NA
"411","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ANLzzFN is populated and ANLzzFL is not populated",NA,NA,NA
"412","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ANLzzFL is populated and ANLzzFN is not populated",NA,NA,NA
"413","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of ANLzzFN for a given value of ANLzzFL, considering only those rows on which both variables are populated",NA,NA,NA
"414","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of ANLzzFL for a given value of ANLzzFN , considering only those rows on which both variables are populated",NA,NA,NA
"415","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTSEQPN is populated and TRTSEQP is not populated",NA,NA,NA
"416","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTSEQP is populated and TRTSEQPN is not populated",NA,NA,NA
"417","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTSEQAN is populated and TRTSEQA is not populated",NA,NA,NA
"418","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTSEQA is populated and TRTSEQAN is not populated",NA,NA,NA
"419","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRxxPGyN is populated and TRxxPGy is not populated",NA,NA,NA
"42","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"A numeric variable with a suffix of TM does not have a time format, excluding ARELTM and variables with a suffix of DTM",NA,NA,NA
"420","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRxxPGy is populated and TRxxPGyN is not populated",NA,NA,NA
"421","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRxxAGyN is populated and TRxxAGy is not populated",NA,NA,NA
"422","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRxxAGy is populated and TRxxAGyN is not populated",NA,NA,NA
"423","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTPGyN is populated and TRTPGy is not populated",NA,NA,NA
"424","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTPGy is populated and TRTPGyN is not populated",NA,NA,NA
"425","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTAGy is populated and TRTAGyN is not populated",NA,NA,NA
"426","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTAGyN is populated and TRTAGy is not populated",NA,NA,NA
"427","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTxxA is populated and TRTxxAN is not populated",NA,NA,NA
"428","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTxxAN is populated and TRTxxA is not populated",NA,NA,NA
"429","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, APERIOD is populated and APERIODC is not populated",NA,NA,NA
"43","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"A numeric variable with a suffix of DTM does not have a datetime format",NA,NA,NA
"430","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, APERIODC is populated and APERIOD is not populated",NA,NA,NA
"431","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, APHASE is populated and APHASEN is not populated",NA,NA,NA
"432","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, APHASEN is populated and APHASE is not populated",NA,NA,NA
"433","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ASPER is populated and ASPERC is not populated",NA,NA,NA
"434","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ASPERC is populated and ASPER is not populated",NA,NA,NA
"435","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ATPT is populated and ATPTN is not populated",NA,NA,NA
"436","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, ATPTN is populated and ATPT is not populated",NA,NA,NA
"437","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, AVALCATy is populated and AVALCAyN is not populated",NA,NA,NA
"438","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, AVALCAyN is populated and AVALCATy is not populated",NA,NA,NA
"439","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, BASECATy is populated and BASECAyN is not populated",NA,NA,NA
"44","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"A variable with a suffix of TM and a variable with a suffix of DTM with the same root name have different time values",NA,NA,NA
"440","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, BASECAyN is populated and BASECATy is not populated",NA,NA,NA
"441","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, CHGCATy is populated and CHGCATyN is not populated",NA,NA,NA
"442","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, CHGCATyN is populated and CHGCATy is not populated",NA,NA,NA
"443","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, PCHGCATy is populated and PCHGCAyN is not populated",NA,NA,NA
"444","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, PCHGCAyN is populated and PCHGCATy is not populated",NA,NA,NA
"445","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, PARCATy is populated and PARCATyN is not populated",NA,NA,NA
"446","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, PARCATyN is populated and PARCATy is not populated",NA,NA,NA
"447","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, AVISITN is populated and AVISIT is not populated",NA,NA,NA
"448","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, DTHCAUS is populated and DTHCAUSN is not populated",NA,NA,NA
"449","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, DTHCAUSN is populated and DTHCAUS is not populated",NA,NA,NA
"45","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"A variable with a suffix of DT and a variable with a suffix of DTM with the same root name have different date values",NA,NA,NA
"450","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, MCRITyML is populated and MCRITyMN is not populated",NA,NA,NA
"451","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, MCRITyMN is populated and MCRITyML is not populated",NA,NA,NA
"452","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, REGIONy is populated and REGIONyN is not populated",NA,NA,NA
"453","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, REGIONyN is populated and REGIONy is not populated",NA,NA,NA
"454","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, SHIFTy is populated and SHIFTyN is not populated",NA,NA,NA
"455","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, SHIFTyN is populated and SHIFTy is not populated",NA,NA,NA
"456","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTA is populated and TRTAN is not populated",NA,NA,NA
"457","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTAN is populated and TRTA is not populated",NA,NA,NA
"458","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTP is populated and TRTPN is not populated",NA,NA,NA
"459","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRTPN is populated and TRTP is not populated",NA,NA,NA
"46","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"A variable with a suffix of DY has a value of zero",NA,NA,NA
"460","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TSEQPGy is populated and TSEQPGyN is not populated",NA,NA,NA
"461","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TSEQPGyN is populated and TSEQPGy is not populated",NA,NA,NA
"462","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TSEQAGy is populated and TSEQAGyN is not populated",NA,NA,NA
"463","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TSEQAGyN is populated and TSEQAGy is not populated",NA,NA,NA
"464","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRCMPGy is populated and TRCMPGyN is not populated",NA,NA,NA
"465","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, TRCMPGyN is populated and TRCMPGy is not populated",NA,NA,NA
"466","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, STRATAR is populated and STRATARN is not populated",NA,NA,NA
"467","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, STRATARN is populated and STRATAR is not populated",NA,NA,NA
"468","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of STRATAR for a given value of STRATARN, considering only those rows on which both variables are populated",NA,NA,NA
"469","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of STRATARN for a given value of STRATAR, considering only those rows on which both variables are populated",NA,NA,NA
"47","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"SITEID is not present within ADSL",NA,NA,NA
"470","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, STRATwR is populated and STRATwRN is not populated",NA,NA,NA
"471","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, STRATwRN is populated and STRATwR is not populated",NA,NA,NA
"472","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of STRATwR for a given value of STRATwRN, considering only those rows on which both variables are populated",NA,NA,NA
"473","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of STRATwRN for a given value of STRATwR, considering only those rows on which both variables are populated",NA,NA,NA
"474","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, STRATAV is populated and STRATAVN is not populated",NA,NA,NA
"475","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, STRATAVN is populated and STRATAV is not populated",NA,NA,NA
"476","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of STRATAV for a given value of STRATAVN, considering only those rows on which both variables are populated",NA,NA,NA
"477","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of STRATAVN for a given value of STRATAV, considering only those rows on which both variables are populated",NA,NA,NA
"478","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, STRATwV is populated and STRATwVN is not populated",NA,NA,NA
"479","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"On a given record, STRATwVN is populated and STRATwV is not populated",NA,NA,NA
"48","adam-v5.0","CDISC","ADaM-IG","1.0;1.1;1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"A variable with a suffix of FL is not present in ADSL",NA,NA,NA
"480","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of STRATwV for a given value of STRATwVN, considering only those rows on which both variables are populated",NA,NA,NA
"481","adam-v5.0","CDISC","ADaM-IG","1.2;1.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"There is more than one value of STRATwVN for a given value of STRATwV, considering only those rows on which both variables are populated",NA,NA,NA
